,pack_name,brand_0,brand_1,pieces_0,pieces_1,diff_0,diff_1,num_puzzles,diff_0_num,diff_1_num
551,Artifact Puzzles Edward Hopper Nighthawks Artifact Puzzles Munch The Scream,Artifact,,374.0,232.0,Average,Average,2.0,2.0,2.0
552,Artifact Puzzles Giuseppe Castiglione Birds and Cherries Artifact Puzzles Gordon Barker Seaside,Artifact,,152.0,242.0,A-Easy,A-Easy,2.0,1.0,1.0
553,Artifact Puzzles Giuseppe Castiglione Birds and Cherries Artifact Puzzles Kate Swanson Sandpipers,Artifact,,152.0,161.0,Average,Average,2.0,2.0,2.0
554,Artifact Puzzles Gordon Barker Seaside Artifact Puzzles Kate Swanson Sandpipers,Artifact,,242.0,161.0,A-Easy,A-Easy,2.0,1.0,1.0
555,Artifact Puzzles Iris Scott Tiger Fire Artifact Puzzles Rachel Pedder-Smith Abandoned Garden,Artifact,,306.0,296.0,Hard,Hard,2.0,3.0,3.0
556,Artifact Puzzles Iwona Lifsches Poohsticks Artifact Puzzles Deccan Miniature,Artifact,,261.0,150.0,A-Easy,A-Easy,2.0,1.0,1.0
557,Artifact Puzzles Karla Gerard Farmland Ecru Puzzles Van Gogh Almond Blossoms,Artifact,Ecru,154.0,210.0,Average,Really-Hard,2.0,2.0,4.0
558,Artifact Puzzles Karla Gerard Night Village Artifact Puzzles Karla Gerard Lively Landscape,Artifact,,164.0,221.0,A-Easy,A-Easy,2.0,1.0,1.0
559,Artifact Puzzles Manet Crystal Vase Artifact Puzzles Karla Gerard Night Village,Artifact,,167.0,164.0,Average,Average,2.0,2.0,2.0
560,Artifact Puzzles Nicolas Roerich Varangians Artifact Puzzles Pursuit of Happiness,Artifact,,72.0,185.0,Average,A-Easy,2.0,2.0,1.0
561,Artifact Puzzles Paul Klee Fish Magic Artifact Puzzles After The Tiger Hunt,Artifact,,254.0,373.0,Hard,Really-Hard,2.0,3.0,4.0
562,Artifact Puzzles Piero Cosimo Andromeda  Artifact Puzzles Kevin Sloan The Worrier,Artifact,,411.0,427.0,Hard,Average,2.0,3.0,2.0
563,Artifact Puzzles Piet Mondrian Artifact Puzzles Bizarre Fish,Artifact,,153.0,98.0,Really-Hard,Average,2.0,4.0,2.0
564,Artifact Puzzles Rachel Pedder-Smith Abandoned Garden Artifact Puzzles Bee Eater,Artifact,,296.0,439.0,A-Easy,Average,2.0,1.0,2.0
565,Artifact Puzzles Roch Urbaniak Unexpected Visitor Artifact Puzzles Lucas Cranach the Elder Hunting at Hartenfels Castle,Artifact,,303.0,349.0,Average,Average,2.0,2.0,2.0
566,Artifact Puzzles Sorolla Valencia Artifact Puzzles Monet Bridge ,Artifact,,150.0,156.0,A-Easy,Hard,2.0,1.0,3.0
567,Artifact Puzzles Tomasz Pietrzyk Clocks Double-Sided Ecru Puzzles Emily Carr Tanoo,Artifact,Ecru,148.0,117.0,Hard,Hard,2.0,3.0,3.0
568,Artifact Puzzles Viktor Vasnetsov Sleeping Princess Artifact Puzzles Tomasz Pietrzyk Circle of Time,Artifact,,137.0,220.0,A-Easy,A-Easy,2.0,1.0,1.0
569,Artistry Puzzles Great Horned Owl Mosaic Puzzles An Afternoon in Venice,Other-Laser-cut,,556.0,250.0,Hard,A-Easy,2.0,3.0,1.0
570,DaVici Puzzles Flying Frigate DaVici Puzzles Hobby Horse,DaVici,,130.0,165.0,A-Easy,A-Easy,2.0,1.0,1.0
571,DaVici Puzzles Millenium Tree ,DaVici,,1098.0,,Hard,,1.0,3.0,
572,DaVici Puzzles Sergey Adeev Winter is Just Around The Corner DaVici Puzzles Vladimir Zhdanov Lilac House,DaVici,,260.0,160.0,A-Easy,A-Easy,2.0,1.0,1.0
573,Ecru Puzzles Amedeo Modigliani Madame Zborowska Wooden Jigsaw Ecru Puzzles Amedeo Modigliani Red Scarf Wooden Jigsaw Puzzle,Ecru,,120.0,100.0,A-Easy,Average,2.0,1.0,2.0
574,Ecru Puzzles Erin Hanson Cypress Lights Artifact Puzzles Vincent Van Gogh Two Figures In the Undergrowth,Artifact,Ecru,398.0,446.0,Hard,Hard,2.0,3.0,3.0
575,Ecru Puzzles Mystery Puzzle #16 Artifact Puzzles Jethro Buck Wild Things,Artifact,Ecru,331.0,530.0,Hard,Hard,2.0,3.0,3.0
576,Ecru Puzzles Mystery Puzzle #17 Ecru Puzzles Mystery Puzzle #23,Ecru,,300.0,447.0,A-Easy,Hard,2.0,1.0,3.0
577,Ecru Puzzles Mystery Puzzle #22 Artifact Puzzles  Abu al-Hasan Squirrels,Artifact,Ecru,247.0,155.0,Hard,Average,2.0,3.0,2.0
578,Ecru Puzzles Richard Friend Limberlost Woods Ecru Puzzles Mystery Puzzle #15,Ecru,,355.0,357.0,Hard,Average,2.0,3.0,2.0
579,Ecru Puzzles Ton Dubbeldam Provence Revisited Ecru Puzzles Mystery Puzzle #17,Ecru,,293.0,280.0,Average,A-Easy,2.0,2.0,1.0
580,Liberty Puzzles Andreas Schelfhout Skating in Holland Liberty Puzzles Currier and Ives Central Park Winter,Liberty,,493.0,535.0,Average,Hard,2.0,2.0,3.0
581,Liberty Puzzles David Newton Winterlands Liberty Puzzles Rebecca Campbell The Good Life is On the Way,Liberty,,524.0,518.0,Hard,Average,2.0,3.0,2.0
582,Liberty Puzzles Dr. Seuss A Plethora of Fish ,Liberty,,470.0,,Average,,1.0,2.0,
583,Liberty Puzzles Duke Beardsley Rompecabezas Liberty Puzzles Vogue Cover November 1911,Liberty,,543.0,331.0,Average,Average,2.0,2.0,2.0
584,Liberty Puzzles Hawaiian Islands ,Liberty,,739.0,,Hard,,1.0,3.0,
585,Liberty Puzzles Jan-Loup Grand Circuit Des Capitales ,Liberty,,739.0,,Hard,,1.0,3.0,
586,Liberty Puzzles Linda Israel Troublesome Moose ,Liberty,,517.0,,Hard,,1.0,3.0,
587,Liberty Puzzles Linnea Pergola Barcelona ,Liberty,,673.0,,Hard,,1.0,3.0,
588,Liberty Puzzles Linnea Pergola Florence ,Liberty,,591.0,,Average,,1.0,2.0,
589,Liberty Puzzles Linnea Pergola Machu Picchu ,Liberty,,670.0,,Average,,1.0,2.0,
590,Liberty Puzzles Linnea Pergola Portofino Italy Ecru Puzzles Allen Gilbert Cram Fishermans Cottage,Ecru,Liberty,630.0,158.0,Average,Average,2.0,2.0,2.0
591,Liberty Puzzles Lisa Graa Jensen Snowbirds Liberty Puzzles Leon Morrocco Fisherman Jetty Antibes,Liberty,,528.0,468.0,A-Easy,A-Easy,2.0,1.0,1.0
592,Liberty Puzzles Phil Lewis Foxy Liberty Puzzles Henri Matisse The Pink Tablecloth,Liberty,,406.0,278.0,Average,Average,2.0,2.0,2.0
593,Liberty Puzzles Pieter Bruegel the Elder The Battle of Carnival and Lent ,Liberty,,707.0,,Hard,,1.0,3.0,
594,Liberty Puzzles Sue Coccia Frog ,Liberty,,498.0,,Average,,1.0,2.0,
595,Liberty Puzzles Sue Coccia Great Horned Owl XS Nervous Systems Geode Puzzle,Liberty,Other-Laser-cut,97.0,173.0,A-Easy,Hard,2.0,1.0,3.0
596,Liberty Puzzles United Nations Tour of Jordan,Liberty,,239.0,200.0,A-Easy,A-Easy,2.0,1.0,1.0
597,Mosaic Puzzles 18th Century French Tapestry Stave Puzzles All Shook Up,Stave,Other-Laser-cut,250.0,90.0,A-Easy,Hard,2.0,1.0,3.0
598,Mr. Gogo Puzzles 24 hours Mr. Gogo Puzzles Gnome World,Other-Hand-cut,,300.0,350.0,Average,Average,2.0,2.0,2.0
599,Mr. Gogo Puzzles Alphonse Mucha The Precious Stones ,Other-Hand-cut,,726.0,,A-Easy,,1.0,1.0,
600,Mr. Gogo Puzzles Alphonse Mucha Times of the Day ,Other-Hand-cut,,750.0,,Hard,,1.0,3.0,
601,Nautilus Puzzles Chholing Taha Blessing of the Polar Bears ,Nautilus,,475.0,,A-Easy,,1.0,1.0,
602,Nautilus Puzzles Claude Monet Waterlilies Nautilus Puzzles Claude Monet Springtime,Nautilus,,237.0,243.0,Average,Average,2.0,2.0,2.0
603,Nautilus Puzzles Gustav Klimt The Kiss ,Nautilus,,371.0,,Average,,1.0,2.0,
604,Nautilus Puzzles Hello Angel Up ,Nautilus,,450.0,,Average,,1.0,2.0,
605,Nautilus Puzzles Henri Rousseau The Dream ,Nautilus,,693.0,,Hard,,1.0,3.0,
606,Nautilus Puzzles Liberty Eugene Delacroix Liberty Leading the People ,Liberty,,466.0,,Hard,,1.0,3.0,
607,Nautilus Puzzles Oxana Zaika Midnight Falcon  ,Nautilus,,373.0,,Hard,,1.0,3.0,
608,Nautilus Puzzles Oxana Zaika Summer Cat ,Nautilus,,533.0,,Hard,,1.0,3.0,
609,Nautilus Puzzles Paul Klee Fish Magic ,Nautilus,,450.0,,Really-Hard,,1.0,4.0,
610,Nautilus Puzzles Van Gogh Trip to Auvers Nautilus Puzzles William Herbert Dunton The Trail Foreman,Nautilus,,302.0,181.0,Average,Average,2.0,2.0,2.0
611,Nautilus Puzzles Zodiac Rainbow ,Nautilus,,500.0,,Average,,1.0,2.0,
612,Nautilus Vincent Van Gogh Rowing Boats on the Bank of the Oise ,Nautilus,,434.0,,Average,,1.0,2.0,
613,Nervous System Rainbow Puzzle Nervous System Earth Puzzle,Other-Laser-cut,,380.0,441.0,A-Easy,Really-Hard,2.0,1.0,4.0
614,Nervous Systems Puzzles Agate Puzzle Number 133 Unidragon Puzzles Emanating Raccoon,Other-Laser-cut,,171.0,315.0,Average,Average,2.0,2.0,2.0
615,Stumpcraft Julien Deval Malediction ,Other-Laser-cut,,472.0,,Hard,,1.0,3.0,
616,Stumpcraft Mandy Budan Falling ,Other-Laser-cut,,460.0,,Average,,1.0,2.0,
617,Stumpcraft Melissa McKinnon Bursting Blooms Whimsy Puzzles Bouquet of Flowers,Other-Laser-cut,,345.0,350.0,Hard,Hard,2.0,3.0,3.0
618,Stumpcraft Puzzles Tom Thomson Soft Maple in Autumn ,Other-Laser-cut,,408.0,,Hard,,1.0,3.0,
619,"Victory Puzzles Gay Harbour, Cornwall (Vintage 1950s) Silverton Puzzle Company Garden Scene in Brittany",Other-Hand-cut,,350.0,300.0,Average,Average,2.0,2.0,2.0
620,Wentworth Puzzles Clair Rossiter Spring Market ,Wentworth,,1000.0,,A-Easy,,1.0,1.0,
621,Wentworth Puzzles Claire Comerford Spring Garden Wentworth Puzzles Clair Rossiter Spring Market,Wentworth,,500.0,500.0,A-Easy,A-Easy,2.0,1.0,1.0
622,Wentworth Puzzles Elena Kotliarker Hannukah in the Magic Garden Wentworth Puzzles Colin Thompson Bookshelf,Wentworth,,250.0,500.0,Hard,A-Easy,2.0,3.0,1.0
623,Wentworth Puzzles Filippo Cardu Blooming Wolf Wentworth Puzzles Hello Angel Scaling New Heights,Wentworth,,185.0,250.0,Average,A-Easy,2.0,2.0,1.0
624,Wentworth Puzzles Garry Walton Greatest Bookshop in the World ,Wentworth,,1000.0,,Average,,1.0,2.0,
625,Wentworth Puzzles Holbein The Ambassadors Wentworth Puzzles Antwerpen-Centraal Railway Station Belgium,Wentworth,,230.0,250.0,A-Easy,A-Easy,2.0,1.0,1.0
626,Wentworth Puzzles Jan Patrik Krasny Leopard in Jungle Wentworth Puzzles Rosiland Solomon Peacock of India,Wentworth,,250.0,250.0,Average,Average,2.0,2.0,2.0
627,Wentworth Puzzles Joy Laforme Park Avenue Wentworth Puzzles Spring Sakura,Wentworth,,500.0,500.0,A-Easy,A-Easy,2.0,1.0,1.0
628,Wentworth Puzzles Kilimanjaro Morning Wentworth Puzzles Paul Gauguin Arearea,Wentworth,,250.0,250.0,Average,Average,2.0,2.0,2.0
629,Wentworth Puzzles Macneil Studio Amsterdam Wentworth Puzzles Assaf Frank Summer at the Pub,Wentworth,,250.0,500.0,A-Easy,A-Easy,2.0,1.0,1.0
630,Wentworth Puzzles Monet Le Pont Japonais ,Wentworth,,1000.0,,Hard,,1.0,3.0,
631,Wentworth Puzzles Nanook of the North Wentworth Puzzles Penguin Huddle,Wentworth,,250.0,250.0,Average,Average,2.0,2.0,2.0
632,Wentworth Puzzles Ocean Wentworth Puzzles World Wonders,Wentworth,,250.0,250.0,Average,Average,2.0,2.0,2.0
633,Wentworth Puzzles Rebecca McCulloch Harbour Houses ,Wentworth,,1000.0,,A-Easy,,1.0,1.0,
634,Wentworth Puzzles Royce McClure Sky Roads DaVici Puzzles Sergey Adeev Flying Frigate,DaVici,Wentworth,500.0,130.0,A-Easy,A-Easy,2.0,1.0,1.0
635,Wentworth Puzzles Spring Flowers and Poole Pottery ,Wentworth,,1000.0,,Average,,1.0,2.0,
636,Wentworth Puzzles Van Gogh Almond Blossom Wentworth Puzzles Zebo Ludvicek Birdcages,Wentworth,,500.0,500.0,Hard,A-Easy,2.0,3.0,1.0
637,Wentworth Puzzles Wallace and Gromit Christmas Cake Wentworth Puzzles Wallace and Gromit Christmas,Wentworth,,500.0,500.0,Average,Average,2.0,2.0,2.0
638,Wentworth Puzzles Westminster at Christmas ,Wentworth,,1000.0,,Average,,1.0,2.0,
639,Whimsy Puzzles Christy Moeller Cat Girl Hartmaze Puzzles Owl ,Other-Laser-cut,,450.0,209.0,Average,Average,2.0,2.0,2.0
640,Zen Puzzles Found Love Crow Prints Puzzles Portobello Road,Other-Hand-cut,Other-Laser-cut,298.0,288.0,Average,A-Easy,2.0,2.0,1.0
641,Ecru Puzzles Richard Friend A Favorite Place Ecru Puzzles Tomasz Pietrzyk Family House,Ecru,,141.0,185.0,A-Easy,A-Easy,2.0,1.0,1.0
642,Liberty Puzzles Haeckel Hummingbirds Nautilus Puzzles Mother Adams,Liberty,Nautilus,485.0,222.0,Average,Average,2.0,2.0,2.0
643,Artifact Puzzles - William Glackens Cape Cod Pier Artifact Puzzles Julius LeBlanc Stewart Yachting,Artifact,,139.0,319.0,Average,Hard,2.0,2.0,3.0
644,Artifact Puzzles - Michelle Morin Hummingbirds Artifact Puzzles Joseph Henry Sharp Medicine Teepee,Artifact,,287.0,105.0,Really-Hard,A-Easy,2.0,4.0,1.0
645,Artifact Puzzles APAK Celebrating Nature Artifact Puzzles Justin Hillgrove Creature Ladder,Artifact,,412.0,187.0,Hard,A-Easy,2.0,3.0,1.0
646,Artifact Puzzles APAK Islands Of Life Artifact Puzzles Tyukanov Uprising of the Sausages,Artifact,,165.0,360.0,A-Easy,Hard,2.0,1.0,3.0
647,Artifact Puzzles Bruce Riley Stem Cell Artifact Puzzles APAK Islands Of Life,Artifact,,191.0,165.0,Average,A-Easy,2.0,2.0,1.0
648,Artifact Puzzles Bruegel Netherlandish Proverbs Artifact Puzzles Edward Hopper Soir Bleu,Artifact,,317.0,168.0,Hard,Average,2.0,3.0,2.0
649,Artifact Puzzles Bruegel Netherlandish Proverbs Artifact Puzzles Jeyselle Solentiname,Artifact,,317.0,319.0,Hard,Really-Hard,2.0,3.0,4.0
650,Artifact Puzzles Gore Icknield Way Artifact Puzzles Kevin Sloan The Gift Arrives,Artifact,,317.0,344.0,Average,A-Easy,2.0,2.0,1.0
651,Artifact Puzzles Iwona Lifsches Santa Claus Delivery Wentworth Puzzles Do not Disturb ,Artifact,Wentworth,158.0,250.0,A-Easy,Hard,2.0,1.0,3.0
652,Artifact Puzzles Paul Ranson Flowers Double Sided Artifact Puzzles Rachel Pedder Smith Herbarium,Artifact,,185.0,79.0,Hard,Hard,2.0,3.0,3.0
653,Artifact Puzzles Randal Spangler Computer Catastrophes Artifact Puzzles Bruce Riley Stem Cell,Artifact,,182.0,191.0,A-Easy,Hard,2.0,1.0,3.0
654,Artifact Puzzles Severin Roesen Flower Still Life Artifact Puzzles Haeckel Hummingbirds,Artifact,,330.0,262.0,Average,A-Easy,2.0,2.0,1.0
655,Artifact Puzzles Tom Kidd Dunne Estates Artifact Puzzles Old Venice Map,Artifact,,423.0,91.0,Average,Hard,2.0,2.0,3.0
656,Artifact Puzzles Tyson Grumm Slacking Pandas Artifact Puzzles Utagawa Kuniyoshi Cats,Artifact,,224.0,258.0,A-Easy,Hard,2.0,1.0,3.0
657,Artifact Puzzles Tyson Grumm The Sleepover Artifact Puzzles Paul Bond The Yogi,Artifact,,405.0,310.0,A-Easy,A-Easy,2.0,1.0,1.0
658,Artifact Puzzles Tyukanov Uprising of the Sausages Artifact Puzzles Karla Gerard Lively Landscape,Artifact,,360.0,221.0,Hard,Average,2.0,3.0,2.0
659,Artifact Puzzles Van Gogh De Sterrennacht  Artifact Puzzles Kathryn Freeman The Sunday Paper Wooden,Artifact,,336.0,177.0,Hard,Average,2.0,3.0,2.0
660,Artifact Puzzles Van Gogh Sea at Saintes-Maries Artifact Puzzles Simon de Myle Noahs Ark,Artifact,,211.0,100.0,Hard,Hard,2.0,3.0,3.0
661,Artifact Puzzles Van Os Flowers Ecru Puzzles Erin Hanson Hues of Zion,Artifact,Ecru,126.0,219.0,Hard,Hard,2.0,3.0,3.0
662,Ecru Puzzles Patricia Hopwood Wade Snowbirds Artifact Puzzles Kevin Sloan Naughty Bird,Artifact,Ecru,209.0,270.0,Hard,Average,2.0,3.0,2.0
663,Ecru Roch Urbaniak Bosfor Artifact Puzzles Seurat Eiffel Tower,Artifact,Ecru,214.0,135.0,Hard,Average,2.0,3.0,2.0
664,Nautilus Puzzles  Prague Clock ,Nautilus,,500.0,,Average,,1.0,2.0,
665,Nautilus Puzzles Stan The Man ,Nautilus,,250.0,,A-Easy,,1.0,1.0,
666,Puzzlewood Handmade Puzzles Map of Europe Zen Puzzles Lion,Other-Hand-cut,Other-Laser-cut,167.0,159.0,A-Easy,Average,2.0,1.0,2.0
667,Wemtworth Puzzles Neuschwanstein Castle Wentworth Puzzles London The Thames,Wentworth,,250.0,250.0,Average,Average,2.0,2.0,2.0
668,Wentworth Puzzles Egg-stremely Difficult Wentworth Puzzles Penguin Pandemonium,Wentworth,,287.0,231.0,Average,Average,2.0,2.0,2.0
669,Wentworth Puzzles Green Fingers ,Wentworth,,750.0,,Average,,1.0,2.0,
670,Wentworth Puzzles Three Wise Men Whimsy Puzzles Second Date,Wentworth,Other-Laser-cut,250.0,350.0,Average,Average,2.0,2.0,2.0
671,Artifact Puzzles Angie Rees Happy Harbor Ecru Puzzles Iwona Lifsches Weekend in Sommersby,Artifact,Ecru,281.0,355.0,A-Easy,A-Easy,2.0,1.0,1.0
672,Artifact Puzzles Allie Sullberg Lets Dance Artifact Puzzles Kevin Sloan Welcome to the Wilderness,Artifact,,367.0,418.0,A-Easy,Average,2.0,1.0,2.0
673,Artifact Puzzles Alceste Campriani Pappagalli Artifact Puzzles Autumn Egrets,Artifact,,201.0,130.0,Average,Average,2.0,2.0,2.0
674,Artifact Puzzles Angie Rees The Skating Party Artifact Puzzle Tom Kidd Dunne Estates,Artifact,,502.0,423.0,Average,A-Easy,2.0,2.0,1.0
675,Artifact Puzzles Charles Courtney Curran Lotus Lilies Artifact Puzzles - Jim Flora Big Bank Robbery,Artifact,,329.0,302.0,Average,A-Easy,2.0,2.0,1.0
676,Artifact Puzzles Edward Hopper Chop Suey Artifact Puzzles Edward Hopper Nighthawks ,Artifact,,346.0,374.0,A-Easy,A-Easy,2.0,1.0,1.0
677,Artifact Puzzles Edward Hopper Chop Suey Ecru Puzzles Nico Klopp Martigues,Artifact,Ecru,300.0,300.0,A-Easy,Hard,2.0,1.0,3.0
678,Artifact Puzzles Geoffrey Gersten Poker Tree Artifact Puzzles Rekunenko Charming Village,Artifact,,288.0,282.0,A-Easy,A-Easy,2.0,1.0,1.0
679,Artifact Puzzles Jim Flora Chioggia Ecru Puzzles Scott Gustafson Belling The Cat,Artifact,Ecru,359.0,364.0,A-Easy,Hard,2.0,1.0,3.0
680,Artifact Puzzles Karla Gerard By The Sea Ecru Puzzles Grant Haffner Sunset on Old Montauk Highway,Artifact,Ecru,356.0,282.0,A-Easy,A-Easy,2.0,1.0,1.0
681,Artifact Puzzles Kristian Adam Jacuzzi Boyz Ecru Puzzles Kristian Adam Pizza Boyz,Artifact,Ecru,283.0,387.0,A-Easy,A-Easy,2.0,1.0,1.0
682,Artifact Puzzles Patricio Betteo Outsider Insider Artifact Puzzles Karla Gerard Night Song,Artifact,,409.0,321.0,Average,A-Easy,2.0,2.0,1.0
683,Artifact Puzzles Seurat Grande Jatte Artifact Puzzles Joe Vaux Fishing Village,Artifact,,428.0,254.0,Average,A-Easy,2.0,2.0,1.0
684,Artifact Puzzles Tomasz Pietrzyk Romeo and Juliet Artifact Puzzles Kevin Sloan Our Gentle Giant,Artifact,,424.0,326.0,Average,Hard,2.0,2.0,3.0
685,Ecru Puzzles - Tomasz Pietrzyk Family House Ecru Puzzles Allen Gilbert Cram Fishermans Cottages,Ecru,,185.0,158.0,A-Easy,Average,2.0,1.0,2.0
686,Ecru Puzzles Allen Gilbert Cram Fishermans Cottages Artifact Puzzles Tom Kidd Dunne Estates,Artifact,Ecru,158.0,423.0,Average,Average,2.0,2.0,2.0
687,Ecru Puzzles Erin Hanson Cypress Lights Ecru Puzzles Richard Friend Limberlost,Ecru,,398.0,355.0,Hard,Average,2.0,3.0,2.0
688,Ecru Puzzles Grant Haffner Sunset on Old Montauk Highway Ecru Puzzles - Richard Friend A Favorite Place,Ecru,,282.0,142.0,A-Easy,A-Easy,2.0,1.0,1.0
689,Ecru Puzzles Iris Scott The Discussion Ecru Puzzles Nico Klopp Martigues,Ecru,,197.0,302.0,Average,Hard,2.0,2.0,3.0
690,Ecru Puzzles Kawase Hasui Fall Ecru Puzzles Hokusai Wave,Ecru,,135.0,327.0,A-Easy,Average,2.0,1.0,2.0
691,Ecru Puzzles Kristian Adam Pizza Boyz Ecru Puzzles Richard Friend Limberlost Woods,Ecru,,387.0,355.0,A-Easy,A-Easy,2.0,1.0,1.0
692,Ecru Puzzles Mystery Puzzle #15 Ecru Puzzles Mystery Puzzle #16,Ecru,,357.0,331.0,Average,Hard,2.0,2.0,3.0
693,Liberty Puzzles World Map ,Liberty,,1017.0,,Hard,,1.0,3.0,
694,Matt Lyon Monastery Jim Flora Big Bank Robbery,Artifact,,460.0,302.0,Average,Hard,2.0,2.0,3.0
695,Nautilus Puzzles Arnold Bocklin Isle Of The Dead ,Nautilus,,510.0,,Hard,,1.0,3.0,
696,Nautilus Puzzles James Sommerville Ocean Life ,Nautilus,,475.0,,Average,,1.0,2.0,
697,Nautilus Puzzles Mandala Stones ,Nautilus,,432.0,,Hard,,1.0,3.0,
698,Nautilus Puzzles Marin Headlands ,Nautilus,,475.0,,Average,,1.0,2.0,
699,Nautilus Puzzles Once Upon a Fairytale ,Nautilus,,428.0,,A-Easy,,1.0,1.0,
700,Nautilus Puzzles Steve Skelton Space Colony ,Nautilus,,522.0,,Average,,1.0,2.0,
701,Nautilus Puzzles The Baja Trail ,Nautilus,,500.0,,Average,,1.0,2.0,
702,Stumpcraft Puzzles Monique Munoz We Are The Lotus Kids ,Other-Laser-cut,,888.0,,Hard,,1.0,3.0,
703,Liberty Puzzles Gustav Klimt Garden Path With Chickens Liberty Puzzles Van Gogh Starry Night,Liberty,,495.0,465.0,Hard,Hard,2.0,3.0,3.0
704,DaVici Josephine Wall Winter Dreaming ,DaVici,,400.0,,Average,,1.0,2.0,
705,Thom Spencer Four Palettes Artifact Puzzles Simon De Myle Noah Ark,Artifact,Other-Hand-cut,101.0,100.0,Hard,Hard,2.0,3.0,3.0
706,DaVici Puzzles Dmitry Alekseev Biscuit Mountain DaVici Puzzles Sergey Adeev Flying Frigate,DaVici,,170.0,130.0,A-Easy,A-Easy,2.0,1.0,1.0
707,DaVici Puzzles Nadezhda Strelkina Peace On Earth ,DaVici,,695.0,,Average,,1.0,2.0,
708,DaVici Puzzles Russian Circus Artifact Puzzles Vikram Madan Night Of The Mystic Moons,Artifact,DaVici,330.0,338.0,A-Easy,A-Easy,2.0,1.0,1.0
709,DaVici Puzzles Russian Tryptych ,DaVici,,1000.0,,Hard,,1.0,3.0,
710,DaVici Yana Fefelova Christmas Angel DaVici Josephine Wall Winter Dreaming,DaVici,,250.0,400.0,A-Easy,Average,2.0,1.0,2.0
711,Ecru Puzzles Mystery Puzzle #21 Artifact Puzzles Allen Douglas The Kraken,Artifact,Ecru,181.0,219.0,Average,Hard,2.0,2.0,3.0
712,Mr. Gogo Puzzles Alphonse Mucha Beechers ,Other-Hand-cut,,750.0,,A-Easy,,1.0,1.0,
713,Mr. Gogo Puzzles Alphonse Mucha Job Cigarettes ,Other-Hand-cut,,400.0,,Hard,,1.0,3.0,
714,Mr. Gogo Puzzles Alphonse Mucha Reverie  ,Other-Hand-cut,,400.0,,Average,,1.0,2.0,
715,Mr. Gogo Puzzles Hypnosis ,Other-Hand-cut,,472.0,,Really-Hard,,1.0,4.0,
716,Mr. Gogo Puzzles Just A Challenge Mr. Gogo Puzzles Lucky Flower ,Other-Hand-cut,,264.0,269.0,Hard,Average,2.0,3.0,2.0
717,Puzzlewood Puzzles Mangula Flock Of Birds ,Other-Hand-cut,,376.0,,Really-Hard,,1.0,4.0,
718,Snowflake Puzzles Portrait of an Elizabethan Woman ,Other-Hand-cut,,451.0,,Hard,,1.0,3.0,
719,Stumpcraft Kim Smith Happy Holidays ,Other-Laser-cut,,360.0,,Average,,1.0,2.0,
720,Thom Spencer Knobbed Polygons Artifact Puzzles Geoffrey Gersten In Dreams,Artifact,Other-Hand-cut,44.0,116.0,Average,Hard,2.0,2.0,3.0
721,Artifact Puzzles Viktor Molev The Aviator Artifact Puzzles Eric Joyner Tiki Misadventure,Artifact,,383.0,540.0,Average,A-Easy,2.0,2.0,1.0
722,Artifact Puzzles Isabelle Plante La Connaissance Artifact Puzzles Jonik Wizards Workshop,Artifact,,379.0,358.0,A-Easy,A-Easy,2.0,1.0,1.0
723,Artifact Puzzles Vikram Madan Social Distancing Ecru Puzzles Kristian Adam Galapalooga Bay,Artifact,Ecru,228.0,291.0,Average,Average,2.0,2.0,2.0
724,Artifact Puzzles Justin Hillgrove Word Travels South Artifact Puzzles Justin Hillgrove Word Travels West,Artifact,,456.0,548.0,A-Easy,Average,2.0,1.0,2.0
725,Artifact Puzzles Albert Bierstadt Valley Of The Yosemite Ecru Puzzles Erin Hanson Hues Of Zion,Artifact,Ecru,494.0,219.0,Hard,Hard,2.0,3.0,3.0
726,Artifact Puzzles Kevin Sloan Migration Of Knowledge Artifact Puzzles Paul Bond The Yogi,Artifact,,513.0,310.0,A-Easy,A-Easy,2.0,1.0,1.0
727,Artifact Puzzles Joe Vaux Garden Of Earthly Delights ,Artifact,,619.0,,Average,,1.0,2.0,
728,Artifact Puzzles Jethro Buck Reading On The Carpet Of Paradise ,Artifact,,378.0,,Hard,,1.0,3.0,
729,Artifact Puzzles Rachell Sumpter Chinatown Quadtych ,Artifact,,1121.0,,Hard,,1.0,3.0,
730,Artifact Puzzles Daniel Merriam On The Go (Discontinued Limited Edition) Artifact Puzzles Kevin Sloan The Gift Arrives,Artifact,,295.0,344.0,A-Easy,A-Easy,2.0,1.0,1.0
731,Artifact Puzzles Daniel Merriam Tailspin (Discontinued Limited Edition) Artifact Puzzles Tom Kid McCay City (Discontinued),Artifact,,303.0,415.0,Hard,Hard,2.0,3.0,3.0
732,Artifact Puzzles Daniel Merriam Tailspin (Discontinued Limited Edition) Ecru Puzzles Aaron Wolf The Kingdom,Artifact,Ecru,303.0,214.0,Average,Hard,2.0,2.0,3.0
733,Artifact Puzzles Joe Vaux Season Of The Rabbit Artifact Puzzles Justin Hillgrove Mad Tea Party,Artifact,,300.0,206.0,A-Easy,A-Easy,2.0,1.0,1.0
734,Artifact Puzzles Daniel Merriam Man In The Moon Ecru Puzzles Nicole Gustafson The Bookkeeper,Artifact,Ecru,357.0,372.0,Average,Average,2.0,2.0,2.0
