,pack_name,brand_0,brand_1,pieces_0,pieces_1,diff_0,diff_1,num_puzzles,diff_0_num,diff_1_num
182,Liberty Puzzles Francis Farmar August In Weymouth Liberty Puzzles Alex Beard The Louisiana Tree Of Life,Liberty,,495.0,555.0,Average,Average,2.0,2.0,2.0
183,Liberty Puzzles Frank Cowper Vanity Ecru Puzzles Scott Gustafson Belling The Cat,Ecru,Liberty,473.0,364.0,Average,Hard,2.0,2.0,3.0
184,Liberty Puzzles Frenchy All On A Mardi Gras Day Liberty Puzzles Daria Hlazatova Leopard,Liberty,,527.0,491.0,Hard,Hard,2.0,3.0,3.0
185,Liberty Puzzles Grindelwald Winter Sport Ecru Puzzles Jim Flora Gunfight on the Roof,,,361.0,,,,1.0,2.0,
186,Liberty Puzzles Gustav Klimt Pear Tree Ecru Puzzles Rachell Sumpter Brothers In Sport,Ecru,Liberty,469.0,179.0,Really-Hard,A-Easy,2.0,4.0,1.0
187,"Liberty Puzzles Gustave Caillebotte Cliffs by the Sea at Trouville Liberty Puzzles Winslow Homer A Good Pool, Saguenay River",Liberty,,523.0,360.0,Average,Average,2.0,2.0,2.0
188,Liberty Puzzles Herbert Hofer Rome Italy Liberty Puzzles August In Weymouth,Liberty,,478.0,495.0,A-Easy,Average,2.0,1.0,2.0
189,"Liberty Puzzles Herbert Hofer Rome, Italy Ecru Puzzles Jean Metzinger Peacock",,,361.0,,,,1.0,2.0,
190,Liberty Puzzles Hokusai Falcon and Cherry Tree Liberty Puzzles Sue Coccia Wolf,Liberty,,250.0,420.0,Average,Average,2.0,2.0,2.0
191,"Liberty Puzzles Hokusai Fine Wind, Clear Morning Liberty Puzzles Egon Schiele View of Krumau",Liberty,,252.0,508.0,Average,Average,2.0,2.0,2.0
192,Liberty Puzzles Hokusai The Great Wave at Kanagawa Ecru Puzzles Kawase Hasui Shiba Benten Pond,,,361.0,,,,1.0,2.0,
193,Liberty Puzzles Holiday Wreath Liberty Puzzles Beryl Peters Designs Yuletide Memories,Liberty,,289.0,690.0,Hard,Hard,2.0,3.0,3.0
194,Liberty Puzzles Isaac Grunewald The Blue Pergola Liberty Puzzles Claude Monet The Artists Garden at Vetheuil,Liberty,,481.0,480.0,Average,Hard,2.0,2.0,3.0
195,Liberty Puzzles Isaac Grunewald The Blue Pergola Liberty Puzzles Dr. Seuss Every Girl Should Have a Unicorn,Liberty,,481.0,539.0,Average,Average,2.0,2.0,2.0
196,Liberty Puzzles James Sommerville Ocean Life ,Liberty,,769.0,,Hard,,1.0,3.0,
197,Liberty Puzzles Jan Barwick Dolphin&#39;s Wake Liberty Puzzles Rex Ray Arabesque,,,361.0,,,,1.0,2.0,
198,Liberty Puzzles Jan Davidson Carmel by the Sea ,Liberty,,664.0,,Hard,,1.0,3.0,
199,Liberty Puzzles Jan Davidson L.A. By Night Liberty Puzzles Gisbert Combaz La Libre Esthetique,Liberty,,588.0,528.0,Hard,Average,2.0,3.0,2.0
200,Liberty Puzzles Jan Davidson San Francisco ,Liberty,,670.0,,Average,,1.0,2.0,
201,Liberty Puzzles Jane Tattersfield Birds Liberty Puzzles Castle Neuschwanstein,Liberty,,509.0,641.0,Average,Average,2.0,2.0,2.0
202,Liberty Puzzles Jane Tattersfield More Blooms In a Basket Liberty Puzzles David Newton Winterlands,Liberty,,496.0,524.0,Average,Hard,2.0,2.0,3.0
203,Liberty Puzzles Jane Tattersfield Peacock And Pattern Peaceful Puzzles August Macke Landscape at the Tegersee ,Liberty,Other-Laser-cut,508.0,400.0,Average,Average,2.0,2.0,2.0
204,Liberty Puzzles Jane Tattersfield Peacock and Pattern Liberty Puzzles Anthony Todd The Wine Tour,Liberty,,508.0,495.0,Average,Average,2.0,2.0,2.0
205,Liberty Puzzles Janice Larson Orchids in the East Window Liberty Puzzles Linnea Pergola Nantucket,Liberty,,548.0,468.0,Average,A-Easy,2.0,2.0,1.0
206,Liberty Puzzles Janice Larson Spring Garden Liberty Puzzles Linnea Pergola Left Bank Afternoon,Liberty,,466.0,572.0,Average,A-Easy,2.0,2.0,1.0
207,Liberty Puzzles Janice Larson Star Gazing Liberty Puzzles Lisa Graa Jensen Cosy Cat,,,361.0,,,,1.0,2.0,
208,"Liberty Puzzles Jasper Cropsey Starrucca Viaduct, Pennsylvania Ecru Puzzles Richard Friend A Favorite Place",Ecru,Liberty,530.0,141.0,Average,Average,2.0,2.0,2.0
209,Liberty Puzzles Jean Jans The Younger The Battle Of Granicus ,Liberty,,602.0,,Hard,,1.0,3.0,
210,Liberty Puzzles Jean-Leon Gerome Carpet Merchant ,Liberty,,658.0,,Average,,1.0,2.0,
211,Liberty Puzzles Jeanne Maze Woodland Scene Liberty Puzzles Victorian Christmas Tree,Liberty,,541.0,607.0,Average,Average,2.0,2.0,2.0
212,Liberty Puzzles Jo Mora Indians of North America ,Liberty,,762.0,,Hard,,1.0,3.0,
213,Liberty Puzzles John Audubon Carolina Parakeet Ecru Puzzles Erin Hanson Cypress Lights,Ecru,Liberty,332.0,398.0,Average,Average,2.0,2.0,2.0
214,Liberty Puzzles John Trumbull Declaration of Independence Liberty Puzzles Liberty Eagle,Liberty,,608.0,308.0,Average,Average,2.0,2.0,2.0
215,Liberty Puzzles Karen Williams-Brusubardis Yanapuma Liberty Puzzles Alice Schille Water Lilies,Liberty,,501.0,544.0,Hard,Average,2.0,3.0,2.0
216,Liberty Puzzles Karen Williams-Brusubardis Yanapuma Liberty Puzzles Ditz Patchwork-Birds,,,361.0,,,,1.0,2.0,
217,Liberty Puzzles Kay Nielsen The Story of King Schahriyar and His Brother Schahzenan Ecru Puzzles Odilon Redon Pandora,,,361.0,,,,1.0,2.0,
218,Liberty Puzzles Ladies Home Journal Large Piece FoxSmartBox Visiting the Bear,,,361.0,,,,1.0,2.0,
219,Liberty Puzzles Limoneira Santa Liberty Puzzles Christmas Robins,Liberty,,257.0,270.0,Average,Average,2.0,2.0,2.0
220,Liberty Puzzles Linda Israel Buffalo Strength Liberty Puzzles Sarah Gentry Mels Belles,Liberty,,486.0,546.0,Average,Average,2.0,2.0,2.0
221,Liberty Puzzles Linnea Pergola Hills of San Francisco Liberty Puzzles Alex Beard The Painting of Life,Liberty,,577.0,536.0,Average,Hard,2.0,2.0,3.0
222,Liberty Puzzles Linnea Pergola Left Bank Afternoon Liberty Puzzles David Newton Blue Forest,Liberty,,572.0,501.0,A-Easy,Average,2.0,1.0,2.0
223,Liberty Puzzles Linnea Pergola Light Snowfall in New York ,Liberty,,702.0,,Average,,1.0,2.0,
224,Liberty Puzzles Linnea Pergola Lugano Liberty Puzzles Erin Huybrechts Davis Woodland Wheel,Liberty,,582.0,501.0,Average,Average,2.0,2.0,2.0
225,Liberty Puzzles Linnea Pergola Maui ,Liberty,,703.0,,Hard,,1.0,3.0,
226,Liberty Puzzles Linnea Pergola Metropolitain Liberty Puzzles Rebecca Campbell The Good Life is On the Way,,,361.0,,,,1.0,2.0,
227,Liberty Puzzles Linnea Pergola San Miguel de Allende Ecru Puzzles Maurice Denis Pittsburgh Sunset,Ecru,Liberty,527.0,290.0,Hard,Hard,2.0,3.0,3.0
228,Liberty Puzzles Linnea Pergola The Girl and the Sea Liberty Puzzles Phil Lewis Flatirons,Liberty,,489.0,433.0,Hard,Hard,2.0,3.0,3.0
229,Liberty Puzzles Lisa Graa Jensen Jenny&#39;s Garden Liberty Puzzles Jeanne Maze Woodland Scene,Liberty,,468.0,541.0,A-Easy,A-Easy,2.0,1.0,1.0
230,Liberty Puzzles Lisa Graa Jensen Jennys Garden Liberty Puzzles Sarah Gentry Abundance,Liberty,,468.0,569.0,Average,Average,2.0,2.0,2.0
231,Liberty Puzzles Lisa Graa Jensen Starry River Ecru Puzzles Nicole Gustafsson Mosslands,Ecru,Liberty,480.0,282.0,Hard,A-Easy,2.0,3.0,1.0
232,Liberty Puzzles Lynon Aksamit Chasing Butterflies 66 Mya,Liberty,,657.0,,Hard,,1.0,3.0,
233,Liberty Puzzles Lynon Aksamit Holi Raja Liberty Puzzles Francis Farmar Piccadilly Circus,Liberty,,577.0,564.0,Average,Average,2.0,2.0,2.0
234,Liberty Puzzles Lynon Aksamit Octopus ,Liberty,,495.0,,Really-Hard,,1.0,4.0,
235,Liberty Puzzles Marc Chagall I and the Village Liberty Puzzles Jan Brueghel and Peter Paul Rubens Sight,Liberty,,465.0,533.0,Average,Hard,2.0,2.0,3.0
236,Liberty Puzzles Mary Cassatt Children Playing on the Beach Ecru Puzzles Winslow Homer Watching The Tide,,,361.0,,,,1.0,2.0,
237,Liberty Puzzles Matson Lines Hawaii Liberty Puzzles Hector Giacomelli Perch Of Birds,Liberty,,567.0,326.0,Average,Average,2.0,2.0,2.0
238,Liberty Puzzles Maurice Prendergast The Grand Canal Ecru Puzzles Aaron Wolf The Kingdom,Ecru,Liberty,498.0,214.0,Hard,Average,2.0,3.0,2.0
239,Liberty Puzzles Maxfield Parrish The Dream Garden Liberty Puzzles David Newton Winterlands,Liberty,,553.0,524.0,Average,Average,2.0,2.0,2.0
240,Liberty Puzzles Michelangelo Last Judgement ,Liberty,,717.0,,Really-Hard,,1.0,4.0,
241,Liberty Puzzles Morses Santa Claus Liberty Puzzles New Years Toboggan,Liberty,,327.0,321.0,Hard,A-Easy,2.0,3.0,1.0
242,Liberty Puzzles Mount Haruna Under Snow Liberty Puzzles Harpers Christmas,,,361.0,,,,1.0,2.0,
243,Liberty Puzzles Muktair Oladoja Lovers Ecru Puzzles Mystery Puzzle #23,Ecru,Liberty,504.0,242.0,Average,Average,2.0,2.0,2.0
244,Liberty Puzzles Norman Rockwell Christmas: Santa with Elves Liberty Puzzles Lisa Graa Jensen First Sprinkling,,,361.0,,,,1.0,2.0,
245,Liberty Puzzles Oregon Trail ,Liberty,,785.0,,Average,,1.0,2.0,
246,Liberty Puzzles P.J. Crook Sea Dog Ecru Puzzles Mystery Puzzle #15,Ecru,Liberty,514.0,357.0,Average,Average,2.0,2.0,2.0
247,Liberty Puzzles Palisades of the Hudson Liberty Puzzles Odile Kidd Underwater World II,,,361.0,,,,1.0,2.0,
248,Liberty Puzzles Paris Air France Ecru Puzzles Robert Delaunay Eiffel Tower,Ecru,,483.0,,Hard,,1.0,3.0,
249,Liberty Puzzles Pat Scott Tasty Treat Liberty Puzzles Currier and Ives Central Park Winter,Liberty,,551.0,535.0,Average,Average,2.0,2.0,2.0
250,Liberty Puzzles Paul Ranson Edge of the Forest Liberty Puzzles Phil Lewis Winter Carnival III,Liberty,,527.0,547.0,Hard,A-Easy,2.0,3.0,1.0
251,"Liberty Puzzles Paul Signac The Herb Market, Verona Liberty Puzzles Claude Monet The Artists Garden at Giverny",Liberty,,505.0,531.0,Average,Average,2.0,2.0,2.0
252,Liberty Puzzles Paul Signac The Port of Saint-Tropez Liberty Puzzles Janice Larson Fall Garden,Liberty,,533.0,488.0,Hard,Hard,2.0,3.0,3.0
253,Liberty Puzzles Phil Lewis Flatirons ,Liberty,,864.0,,Average,,1.0,2.0,
254,Liberty Puzzles Phil Lewis Let It Flow Liberty Puzzles Sue Coccia Grizzly Bear,Liberty,,420.0,471.0,Average,Average,2.0,2.0,2.0
255,Liberty Puzzles Phil Lewis Phoenix Liberty Puzzles Cats and Doves,Liberty,,466.0,519.0,Average,Hard,2.0,2.0,3.0
256,Liberty Puzzles Phil Lewis Sugar Magnolia ,Liberty,,881.0,,Hard,,1.0,3.0,
257,Liberty Puzzles Phil Lewis Sunshine Daydream ,Liberty,,902.0,,Hard,,1.0,3.0,
258,Liberty Puzzles Phil Lewis The Seven Chakras Ecru Puzzles Paul Klee Cat and Bird,,,361.0,,,,1.0,2.0,
259,Liberty Puzzles Pieter Brueghel Children Games ,Liberty,,795.0,,Average,,1.0,2.0,
260,Liberty Puzzles Plants And Insects ,Liberty,,568.0,,Hard,,1.0,3.0,
261,Liberty Puzzles Rebecca Cambell The Menagerie ,Liberty,,642.0,,Hard,,1.0,3.0,
262,Liberty Puzzles Rebecca Campbell Its Raining Cats And Dogs Liberty Puzzles Alphonse Mucha Cycles Perfecta,Liberty,,470.0,400.0,Average,Average,2.0,2.0,2.0
263,Liberty Puzzles Renoir Le Moulin de la Galette ,,,361.0,,,,1.0,2.0,
264,Liberty Puzzles Richard Dadd The Fairy Fellers Master Stroke ,Liberty,,480.0,,Hard,,1.0,3.0,
265,Liberty Puzzles Sage Wirth Chautauqua Park Ecru Puzzles Ton Dubbeldam Carpe Diem,Ecru,Liberty,252.0,354.0,Average,Really-Hard,2.0,2.0,4.0
266,Liberty Puzzles Sarah Gentry Abundance Liberty Puzzles A Resounding Success,Liberty,,569.0,513.0,A-Easy,Hard,2.0,1.0,3.0
267,Liberty Puzzles Sarah Gentry Mels Belles Liberty Puzzles Rex Ray Alistair,Liberty,,546.0,550.0,Average,Average,2.0,2.0,2.0
268,Liberty Puzzles Shuncho Cherry Blossom Viewing at Asukayama Ecru Puzzles Hara Zaichu Poets By A Winding Stream,,,361.0,,,,1.0,2.0,
269,Liberty Puzzles Story Map Of France ,,,361.0,,,,1.0,2.0,
270,Liberty Puzzles Sue Coccia Bald Eagle Liberty Puzzles Sue Coccia Dolphin,Liberty,,375.0,250.0,A-Easy,A-Easy,2.0,1.0,1.0
271,Liberty Puzzles Sue Coccia Dragon Liberty Puzzles Sue Coccia Peacock,,,361.0,,,,1.0,2.0,
272,Liberty Puzzles Sue Coccia Great Horned Owl Liberty Puzzles Jan Barwick ,Liberty,,372.0,510.0,Average,Average,2.0,2.0,2.0
273,Liberty Puzzles Sue Coccia Mabula Elephant Liberty Puzzles Sue Coccia Bison,Liberty,,573.0,373.0,Hard,A-Easy,2.0,3.0,1.0
274,Liberty Puzzles Sue Coccia Osprey Liberty Puzzles Linda Israel Heart Of A Bear,Liberty,,377.0,514.0,Average,Average,2.0,2.0,2.0
275,Liberty Puzzles Sue Coccia Rainbow Trout Liberty Puzzles Phil Lewis Buffalo,,,361.0,,,,1.0,2.0,
276,Liberty Puzzles Susan Anderton Crested Butte Liberty Puzzles Childe Hassam The Room of Flowers,Liberty,,430.0,450.0,Average,Average,2.0,2.0,2.0
277,Liberty Puzzles Susannah Mah Fong Two Koi Liberty Puzzles Ando Hiroshige Birds and Camellia Bushes in Flower,Liberty,,536.0,511.0,Average,Average,2.0,2.0,2.0
278,Liberty Puzzles Tarsila Amaral Exotic Landscape Lliberty Puzzles Roy De Forest Canoe Of Fate,Liberty,,519.0,519.0,A-Easy,A-Easy,2.0,1.0,1.0
279,"Liberty Puzzles The Dole Map of the Hawaiian Islands Liberty Puzzles Anitphonal Singing, Duige",Liberty,,530.0,529.0,Average,Average,2.0,2.0,2.0
280,Liberty Puzzles The Poultry of the World ,Liberty,,699.0,,Hard,,1.0,3.0,
281,Liberty Puzzles The Story of Scheherazade Liberty Puzzles The Overseers Tale,Liberty,,488.0,463.0,Hard,Really-Hard,2.0,3.0,4.0
282,Liberty Puzzles The Wonderous Isle of Manhattan ,Liberty,,722.0,,Hard,,1.0,3.0,
283,Liberty Puzzles Valle dAosta Liberty Puzzles Grand Hotel Belvedere,Liberty,,471.0,502.0,Average,Average,2.0,2.0,2.0
284,Liberty Puzzles Van Gogh Starry Night Over the Rhone Ecru Puzzles Aaron Wolf Twilight Treehouse of the Phosphorescent Forest,,,361.0,,,,1.0,2.0,
285,Liberty Puzzles Vincent Van Gogh Flowering Garden Ecru Puzzles Mystery Puzzle #19,Ecru,Liberty,386.0,355.0,Average,A-Easy,2.0,2.0,1.0
286,Liberty Puzzles Vintage Christmas Postcards Liberty Puzzles Christmas Robins,Liberty,Other-Hand-cut,744.0,270.0,Average,Average,2.0,2.0,2.0
287,Liberty Puzzles Vogue: Hot Weather Fashions Number Liberty Puzzles Summer Fashion Number,,,361.0,,,,1.0,2.0,
288,Liberty Puzzles Voyage Round the World Liberty Puzzles A Bevy of Wild West Women,Liberty,,502.0,477.0,A-Easy,A-Easy,2.0,1.0,1.0
289,"Liberty Puzzles Vsevolod Niculin Bel Paese - Gastronomical Map of Italy Liberty Puzzles Giovanni Panini Interior of St. Peters, Rome",Liberty,,463.0,547.0,A-Easy,Hard,2.0,1.0,3.0
290,Liberty Puzzles William Glackens Mahone Bay Liberty Puzzles Renoir Chrysanthemums,Liberty,,473.0,535.0,Average,Average,2.0,2.0,2.0
291,Liberty Puzzles William Groppers American Folklore ,Liberty,,692.0,,Average,,1.0,2.0,
292,Liberty Puzzles Winter in the Country: Gathering Ice Ecru Puzzles William Penhallow Henderson Luceros Place,Ecru,Liberty,499.0,385.0,Average,Average,2.0,2.0,2.0
293,Liberty Puzzles Winters Day Liberty Puzzles Cranes Cycads And Wisteria,,,361.0,,,,1.0,2.0,
294,Liberty Puzzles Wisby Liberty Puzzles Kirchner Winter Landscape In Moonlight,,,361.0,,,,1.0,2.0,
295,Liberty Puzzles Yulia Drobova Dry Martini Liberty Puzzles Pierre-Auguste Renoir Luncheon of the Boating Party,Liberty,,545.0,545.0,A-Easy,Hard,2.0,1.0,3.0
296,Michele Wilson Klimt Lady With Fan Maridale Products Masterpiece Wooden Puzzle Cottages By The Sea,,,361.0,,,,1.0,2.0,
297,Mosaic Puzzles Afternoon In Venice Artifact Puzzles Angie Rees Boobie Trapped,,,361.0,,,,1.0,2.0,
298,Mosaic Puzzles Afternoon In Venice Charming Blue Whale Puzzle,Other-Laser-cut,,500.0,676.0,Average,Average,2.0,2.0,2.0
299,Mosaic Puzzles Love in New York Mosaic Puzzles The Streets of Paris,Other-Laser-cut,,500.0,500.0,Average,Average,2.0,2.0,2.0
300,Mosaic Puzzles The Polar Express Mosaic Puzzles The Christmas Library,,,361.0,,,,1.0,2.0,
301,Mr Bob Puzzles Gostwyk Chapel ,,,361.0,,,,1.0,2.0,
302,Mr Bob Puzzles Johanna Hildebrandt Reef Fantasy Mr Bob Puzzles Sue Janson Mom Theres a Cow In The Yard,,,361.0,,,,1.0,2.0,
303,Mr. Bob Puzzles Gary Schlatter Burano Italy ,Other-Laser-cut,,651.0,,Average,,1.0,2.0,
304,Mr. Bob Puzzles Jan Dedman I Do Love to be Beside the Seaside Anne Belle Thompson Puzzles Desert Patio,Other-Hand-cut,Other-Laser-cut,525.0,226.0,A-Easy,A-Easy,2.0,1.0,1.0
305,Mr. Bob Puzzles Karen Bloomfield Great Friends Mr. Bob Puzzles Kevin Bynder Makuru ,,,361.0,,,,1.0,2.0,
306,Mr. Bob Puzzles Kevin Bynder Birak Hellofish Puzzles Azulejo Tiles,Other-Laser-cut,,252.0,125.0,Average,Average,2.0,2.0,2.0
307,Mr. Bob Puzzles Kevin Bynder Six Seasons Collage Puzzle Lab Spectrum Web,Other-Laser-cut,,525.0,300.0,A-Easy,A-Easy,2.0,1.0,1.0
308,Mr. Bob Puzzles Louise Farnay Beach Bums Hellofish Puzzles Cinyee Chiu Harvest Island,Other-Laser-cut,,101.0,200.0,Average,Average,2.0,2.0,2.0
309,Mr. Bob Puzzles Noongar Seasons Birak Mr. Bob Puzzles Noongar Seasons Bunuru,Other-Laser-cut,,252.0,252.0,A-Easy,A-Easy,2.0,1.0,1.0
310,Mr. Bob Puzzles Noongar Seasons Collage Puzzle Lab Rainbow Flow,Other-Laser-cut,,175.0,100.0,A-Easy,A-Easy,2.0,1.0,1.0
311,Mr. Bob Puzzles Noongar Seasons Djeran Mr. Bob Puzzles Noongar Seasons Birak,Other-Laser-cut,,252.0,252.0,A-Easy,A-Easy,2.0,1.0,1.0
312,Mr. Bob Puzzles Noongar Seasons Djeran Mr. Bob Puzzles Noongar Seasons Makuru,Other-Laser-cut,,252.0,252.0,A-Easy,Average,2.0,1.0,2.0
313,Mr. Bob Puzzles Noongar Seasons Djilba Mr. Bob Puzzles Noongar Seasons Kambarang,Other-Laser-cut,,252.0,252.0,A-Easy,A-Easy,2.0,1.0,1.0
314,Mr. Bob Puzzles Noongar Seasons Makuru Curiosi Puzzle Lolly,Other-Laser-cut,,525.0,123.0,Average,Average,2.0,2.0,2.0
315,Mr. Bob Puzzles Rebecca Cool Birds in a Tree Hartmaze Puzzles Hundred Birds Paying Homage to The Phoenix,Other-Laser-cut,,525.0,253.0,Average,Average,2.0,2.0,2.0
316,Mr. Bob Puzzles Rebecca Cool Rebeccas Collage Anne Belle Thompson Puzzles The Brick Walk,Other-Hand-cut,Other-Laser-cut,525.0,145.0,Average,Average,2.0,2.0,2.0
317,Mr. Bob Puzzles Robert Williams Dance of the Steel Girders ,Other-Laser-cut,,1001.0,,Average,,1.0,2.0,
318,Mr. Bob Puzzles Sue Janson Serenity Peaceful Wooden Puzzles August Macke Landscape at the Tegersee,Other-Laser-cut,,252.0,250.0,Average,Average,2.0,2.0,2.0
319,Mr. Gogo Cinema Challenge ,Other-Hand-cut,,319.0,,Average,,1.0,2.0,
320,Mr. Gogo Puzzles Ernst Haeckel Hummingbirds ,Other-Hand-cut,,356.0,,Average,,1.0,2.0,
321,Mr. Gogo Puzzles London Bridges  ,Other-Hand-cut,,411.0,,Average,,1.0,2.0,
322,Mr. Gogo Puzzles Magic Flower Artifact Puzzles Carl Larsson Holiday Reading,Artifact,Other-Hand-cut,300.0,163.0,Really-Hard,Average,2.0,4.0,2.0
323,"Nautilus Puzzles Alfred Concanen Modern Advertising: A Railway Station in 1874 Nautilus Puzzles Jo-Anne Yelen Kenmare, Ireland",Nautilus,,519.0,287.0,Hard,Average,2.0,3.0,2.0
324,Nautilus Puzzles Alphonse Mucha Times of the Day ,Nautilus,,539.0,,Hard,,1.0,3.0,
325,Nautilus Puzzles Buddha With Lotus Flowers Ecru Puzzles Nicole Gustafson The Bookkeeper,Ecru,Nautilus,383.0,372.0,Average,Average,2.0,2.0,2.0
326,Nautilus Puzzles C. Michael Dudash Noahs Ark ,Nautilus,,560.0,,Average,,1.0,2.0,
327,Nautilus Puzzles Circle of Flowers Nautilus Puzzles  Summer Hummingbird,Nautilus,,392.0,222.0,Average,Average,2.0,2.0,2.0
328,Nautilus Puzzles Colin Thompson Too Loud Nautilus Puzzles The Great Coney Island Water Carnival,Nautilus,,530.0,500.0,Average,Average,2.0,2.0,2.0
329,Nautilus Puzzles Curious Chickens Nautilus Puzzles Jean-Honore Fragonard The Swing,Nautilus,,349.0,334.0,A-Easy,Average,2.0,1.0,2.0
330,Nautilus Puzzles Dominico Ghirlandiao The Last Supper Nautilus Puzzles Hieronymous Bosch Beasts From the Garden of Earthly Delights,Nautilus,,475.0,400.0,Average,Average,2.0,2.0,2.0
331,Nautilus Puzzles Doors To The World Nautilus Puzzles Jacek Yerka Four Seasons,Nautilus,,557.0,310.0,Average,Average,2.0,2.0,2.0
332,Nautilus Puzzles Flower Still Life 1614 Nautilus Puzzles Monument Valley Sunset,Nautilus,,172.0,181.0,Average,Average,2.0,2.0,2.0
333,Nautilus Puzzles Fusion Idol Arts Day of the Dead Nautilus Puzzles Amadeo de Souza Cardosa Birth of the Viola,Nautilus,,256.0,349.0,A-Easy,A-Easy,2.0,1.0,1.0
334,Nautilus Puzzles Garry Gay Amazing Sea Urchins Nautilus Puzzles Easter Spiral,Nautilus,,175.0,420.0,A-Easy,Really-Hard,2.0,1.0,4.0
335,Nautilus Puzzles Graeme Stevenson Grizzly Bear Dreams Nautilus Puzzles Linda Bittner California Courtship,Nautilus,,400.0,426.0,Average,Average,2.0,2.0,2.0
336,Nautilus Puzzles Grand Canyon Toroweap Twilight Dreamton Puzzles Cinque Terre Italy,,,361.0,,,,1.0,2.0,
337,Nautilus Puzzles Greg Giordano Adirondack Christmas Birds Nautilus Puzzles William Vanderdasson Wrapped Up for Winter,,,361.0,,,,1.0,2.0,
338,Nautilus Puzzles Grizzly Bear Dreams Nautilus Puzzles The Vasa In Stockholm Harbor,Nautilus,,400.0,425.0,Average,Average,2.0,2.0,2.0
339,Nautilus Puzzles Homeward Bound Nautilus Puzzles Ice Skaters At Rockefeller Center,Nautilus,,358.0,249.0,Average,Average,2.0,2.0,2.0
340,Nautilus Puzzles Howard Robinson Fish Alive Nautilus Puzzles Graeme Stevenson Eagles Flight,Nautilus,,144.0,481.0,A-Easy,Hard,2.0,1.0,3.0
341,Nautilus Puzzles Howard Robinson Turtle Beach Nautilus Puzzles Kathy Jakobsen Mr. Coles Granary,Nautilus,,475.0,351.0,A-Easy,A-Easy,2.0,1.0,1.0
342,Nautilus Puzzles Howard Robinson Winter Bird Gathering Nautilus Puzzles Christmas Cocoa Time,,,361.0,,,,1.0,2.0,
343,Nautilus Puzzles Irish Pubs Anthology Puzzles Around the World,Nautilus,,501.0,150.0,Average,Average,2.0,2.0,2.0
344,Nautilus Puzzles Jacek Yerka Knight Moves Nautilus Puzzles William Lionel Wylie Restoring The HMS Victory,Nautilus,Other-Hand-cut,323.0,425.0,Average,Average,2.0,2.0,2.0
345,Nautilus Puzzles Jan Brueghel the Elder  Collectors Cabinet ,Nautilus,,601.0,,Average,,1.0,2.0,
346,"Nautilus Puzzles Jason Taylor Van Life-Grand Tetons Nautilus Puzzles Van Gogh Vase with Poppies, Cornflowers, Peonies, and Chrysanthemums",Nautilus,,474.0,120.0,Average,Average,2.0,2.0,2.0
347,Nautilus Puzzles Jeff Greene The Golden Spike Mr. Bob Jim Tsinganos Safety at Sea,Nautilus,Other-Laser-cut,401.0,501.0,Average,Average,2.0,2.0,2.0
348,Nautilus Puzzles John Collier The Sleeping Beauty Nautilus Puzzles John Duncan Saint Bride,Nautilus,,437.0,352.0,Average,Average,2.0,2.0,2.0
349,Nautilus Puzzles John Collier The Sleeping Beauty Nautilus Puzzles Kikugawa Eizan Cherry Blossoms In A Palace Garden In The Modern Style,Nautilus,,437.0,302.0,Average,Average,2.0,2.0,2.0
350,Nautilus Puzzles Karma Chameleon Nautilus Puzzles Curious Chickens,Nautilus,,337.0,349.0,Average,Average,2.0,2.0,2.0
351,Nautilus Puzzles Kevin Walsh Victorian Christmas Village Anthology Puzzles Ugly Sweaters,Nautilus,,608.0,180.0,Average,Average,2.0,2.0,2.0
352,Nautilus Puzzles Larry Eifert Two Sides of The Sea ,Nautilus,,501.0,,Average,,1.0,2.0,
353,Nautilus Puzzles Linda Ravenscroft Waiting for Neptune Nautilus Puzzles Greg Giordano Purple Daze,,,361.0,,,,1.0,2.0,
354,Nautilus Puzzles Maple Creek Nautilus Puzzles Lancelot and Guinevere,Nautilus,,385.0,437.0,A-Easy,Average,2.0,1.0,2.0
355,Nautilus Puzzles Monets Waterlilies Nautilus Puzzles Doors to the World,Nautilus,,237.0,557.0,Average,Average,2.0,2.0,2.0
356,Nautilus Puzzles Moonlight Magic Nautilus Puzzles Arabian Fantasy,Nautilus,,301.0,440.0,Average,Average,2.0,2.0,2.0
357,Nautilus Puzzles Moonrise Nautilus Puzzles Bearly There,Nautilus,,360.0,333.0,Average,Average,2.0,2.0,2.0
358,"Nautilus Puzzles Parc Guell, Barcelona Nautilus Puzzles John Duncan Saint Bride",Nautilus,,410.0,352.0,A-Easy,Average,2.0,1.0,2.0
359,"Nautilus Puzzles Petrus Plancius World Map, 1594",Nautilus,,555.0,,Average,,1.0,2.0,
360,"Nautilus Puzzles Pierre-Auguste Renoir Woman with a Guitar, 1897 Nautilus Puzzles Kevin Walsh The Flying Scotsman at Kings Cross",Nautilus,,349.0,299.0,Average,A-Easy,2.0,2.0,1.0
361,Nautilus Puzzles Pip Shuckburgh Dance of the Elephants Nautilus Puzzles Alphonse Mucha Spring,Nautilus,,499.0,122.0,Average,Average,2.0,2.0,2.0
362,Nautilus Puzzles Reinier Nooms Before the Battle of the Downs Nautilus Puzzles Jan Brueghel the Elder Collectors Cabinet,Nautilus,,425.0,601.0,Average,Average,2.0,2.0,2.0
363,Nautilus Puzzles Summer Hummingbird Nautilus Puzzles Sloth Among The Butterflies,Nautilus,,222.0,143.0,Average,Average,2.0,2.0,2.0
