,member,hold_time,pack_name
219,member10,19.233429807564352,Artifact Puzzles Nicolas Roerich Varangians Artifact Puzzles Pursuit of Happiness
220,member10,3.777462215917754,Ecru Puzzles Allen Gilbert Cram Fishermans Cottage Artifact Puzzles Georgia Okeefe Reflections
221,member10,14.83073747756,Artifact Puzzles Alceste Campriani Pappagalli Artifact Puzzles Autumn Egrets
222,member10,3.188443818951597,Artifact Puzzles Viktor Vasnetsov Sleeping Princess Artifact Puzzles Tomasz Pietrzyk Circle of Time
223,member11,8.011927624501736,Ecru Puzzles Angela Gomes Monets Garden Ecru Puzzles Iwona Lifsches Weekend In Sommersby
224,member11,14.981206852754829,Artifact Puzzles Tomasz Pietrzyk Tall Tower Artifact Puzzles Justin Hillgrove Imps And Monsters
225,member11,47.97974458941597,Artifact Puzzles Jethro Buck Reading On The Carpet Of Paradise 
226,member11,11.914278460087012,Ecru Puzzles Erin Hanson Cypress Lights Ecru Puzzles Richard Friend Limberlost
227,member11,17.683747038169248,Nautilus Puzzles The Baja Trail 
228,member11,23.880231576951445,Artifact Puzzles Peruvian Tapestry Artifact Puzzles Susan Loy Marriage Of Two Minds
229,member11,1.482541180174051,Artifact Puzzles - Bruce Riley Half Life Artifact Puzzles - Bruce Riley Stem Cell
230,member11,11.132365735053344,Artifact Puzzles Karla Gerard Evening Stars Artifact Puzzles Susan Loy Bill Of Rights
231,member11,10.023285984499514,Artifact Puzzles Dennis Brady Circles and Squares Artifact Puzzles Diego Mazzeo Mechanical Griffin
232,member11,18.824933582472465,DaVici Puzzles Dmitry Alekseev Biscuit Mountain DaVici Puzzles Sergey Adeev Flying Frigate
233,member11,29.60223586066006,Artifact Puzzles Tyukanov Flying Bottle Artifact Puzzles Tyukanov Moon
234,member11,22.807666519694436,Artifact Puzzles Yuri Gorbachev Two Cats Artifact Puzzles Vladstudio Owl Internet Cafe
235,member11,21.954142096986786,Artifact Puzzles Joachim Patinir Crossing the River Styx Artifact Puzzles Ton Schulten Langs De Oever
236,member11,21.54134482346618,Ecru Puzzles Franz Marc Cat Ecru Puzzles Patricia Hopwood-Wade Snowbirds
237,member11,96.803227230661,Artifact Puzzles Bokuyo Forest  
238,member11,124.72044826552091,Artifact Puzzles Great Robot Migration 
239,member11,43.8088223078102,Ecru Roch Urbaniak Bosfor Artifact Puzzles Seurat Eiffel Tower
240,member11,81.73502144084753,Artifact Puzzles Jonik Troll Toll Artifact Puzzles Eric Joyner Tiki Misadventure
241,member11,96.6422447390005,Artifact Puzzles Edward Hopper Chop Suey Artifact Puzzles Edward Hopper Nighthawks 
242,member11,26.477573810385906,Artifact Puzzles Tom Kidd Dunne Estates Artifact Puzzles Old Venice Map
243,member11,69.1114074737928,Stave Puzzles Spa de Bow Wow Wentworth Puzzles Joseph Turner Dawn after the Wreck
244,member11,83.1849324360751,Artifact Puzzles Van Gogh De Sterrennacht  Artifact Puzzles Kathryn Freeman The Sunday Paper Wooden
245,member11,25.70788203786152,Artifact Puzzles Sorolla Valencia Artifact Puzzles Monet Bridge 
246,member11,30.058741577622182,Artifact Puzzles Bee Eater Artifact Puzzles Gustav Klimt Baby
247,member11,68.86575285231471,"Stave Puzzles My Special Tea Wentworth Puzzles The Library Chatsworth, Derbyshire"
248,member11,67.89283133287519,Artifact Puzzles Joe Vaux Grass Is Greener Artifact Puzzles Justin Hillgrove Mad Tea Party
249,member11,59.80475768155736,Nautilus Puzzles Hello Angel Up 
250,member11,79.68212970607114,Artifact Puzzles Aaron Wolf Cathedral Of The Changing Tides Artifact Puzzles Jeyselle Solentiname Jungle
251,member12,35.1301813470108,Ecru Puzzles Erin Hanson Cypress Lights Artifact Puzzles Vincent Van Gogh Two Figures In the Undergrowth
252,member12,39.06671759576501,Artifact Puzzles Tomasz Pietrzyk Clocks Double-Sided Ecru Puzzles Emily Carr Tanoo
